student_id,any_assigned,final_rank,unmatched
7521007,1,1,0
7521097,1,1,0
7521116,1,1,0
7521444,0,,1
7521448,1,1,0
7521887,0,,1
7522189,1,1,0
7522202,1,1,0
7522281,1,3,0
7522285,1,3,0
7522331,1,4,0
7522967,1,1,0
7523293,0,,1
7523318,1,1,0
7523347,0,,1
7524129,1,3,0
7524215,1,2,0
7524901,0,,1
7525293,1,1,0
7525318,1,3,1
7525792,1,1,0
7525813,0,,1
7525841,0,,1
7526244,1,2,0
7526253,0,,.51800001
7526915,1,3,1
7526977,0,,1
7527072,1,1,0
7527161,0,,1
7527937,0,,0
7527982,0,,1
7528707,1,1,0
7528740,1,1,0
7529298,0,,.65100002
7529869,1,1,.236
7529898,0,,.63999999
7530180,0,,1
7530369,1,1,0
7530416,1,2,0
7530481,1,1,.65799999
7530643,0,,.64200002
7530815,1,1,0
7530902,1,1,0
7531331,0,,1
7531686,1,1,0
7532386,1,1,0
7532712,1,2,0
7533021,1,2,1
7533171,1,4,0
7533722,1,1,0
7533783,1,3,0
7533818,1,1,0
7533869,1,1,0
7533899,1,1,0
7534106,1,3,1
7534618,0,,.88700002
7534624,1,1,0
7534715,0,,.85000002
7534919,1,1,.49000001
7534939,1,2,0
7535679,0,,1
7535691,0,,.131
7535859,0,,1
7535877,1,2,0
7535893,0,,.52100003
7535898,1,1,0
7535914,1,2,0
7536114,1,1,0
7536255,1,1,0
7536347,1,1,0
7536359,1,1,0
7536376,1,1,0
7536941,0,,.78299999
7537000,0,,.639
7537407,1,1,0
7537527,1,3,0
7537931,1,1,0
7537953,0,,1
7537994,0,,1
7538087,1,1,0
7538267,0,,1
7539047,0,,1
7539198,1,1,0
7539375,0,,1
7539379,0,,0
7539445,1,1,.51200002
7539453,0,,1
7539829,1,1,0
7539837,1,2,0
7540033,0,,1
7540128,1,1,.73199999
7540688,0,,1
7540691,0,,1
7540819,0,,.68800002
7542266,0,,0
7542287,1,2,0
7542288,0,,0
7542322,1,1,0
7542372,0,,1
7542375,0,,1
7542379,1,2,0
7542389,1,2,0
7542448,0,,1
7542462,0,,1
7542463,0,,0
7542481,0,,1
7542760,1,2,0
7545274,0,,1
7545517,0,,1
7545787,1,1,0
7546358,1,1,0
7546393,1,1,0
7546417,1,2,0
7547662,1,1,0
7547698,1,3,0
7547721,1,3,0
7547735,0,,1
7548911,0,,.12
7549159,1,2,0
7549580,1,1,0
7549940,1,1,0
7550029,0,,1
7550226,1,1,0
7550302,0,,1
7550425,0,,1
7550831,1,1,0
7550846,0,,1
7550962,0,,1
7551002,0,,.78600001
7551030,0,,1
7551157,0,,.88099998
7551906,1,2,0
7552448,0,,.86900002
7552662,1,1,0
7552749,1,3,0
7552765,1,1,0
7553163,0,,.176
7553200,0,,1
7553264,0,,1
7553353,0,,.713
7553384,1,1,0
7553408,0,,.31400001
7553497,1,1,.67900002
7553672,1,2,0
7553942,0,,1
7553980,0,,1
7554364,0,,1
7554365,0,,.74299997
7555504,0,,1
7555928,1,2,0
7555956,0,,1
7556206,0,,1
7556220,1,1,.17900001
7556682,0,,1
7556830,1,3,0
7557330,1,2,0
7557361,0,,0
7557367,0,,0
7557413,1,2,0
7557582,0,,1
7557671,0,,1
7557673,0,,1
7557736,1,1,.177
7557830,0,,1
7557845,1,1,0
7557949,1,1,0
7558013,0,,.20999999
7558131,1,1,0
7558139,0,,0
7558161,1,1,0
7558170,0,,.26100001
7558273,0,,1
7558297,0,,1
7558406,1,1,0
7558416,1,1,0
7558466,1,2,.73400003
7558916,1,3,0
7558999,1,1,0
7559306,1,2,0
7559354,1,2,0
7559553,1,1,.90499997
7559555,0,,1
7559730,0,,1
7559783,0,,1
7559901,1,1,0
7559911,1,1,0
7560054,1,1,0
7593782,0,,1
7594200,0,,1
7594278,1,3,0
7594279,1,4,0
7594280,1,3,0
7595487,1,1,0
7608064,1,1,0
7608725,1,1,.30399999
7610249,1,1,0
7610385,1,1,0
7611942,1,2,0
7612808,1,3,0
7613292,1,1,0
7613819,0,,1
7613823,1,3,0
7618503,0,,0
7618798,1,5,.484
7619313,1,2,0
7619315,1,2,0
7619316,1,2,0
7619746,1,3,1
7622418,1,2,0
7624963,1,1,0
7626703,1,1,0
7627192,1,3,1
7627870,0,,1
7632118,1,5,0
7632120,1,1,0
7632461,0,,0
7632604,1,1,0
7632612,1,1,0
7632751,0,,.359
7632779,1,1,0
7641545,1,1,0
7641845,1,1,0
7642060,0,,.66600001
7643511,1,4,0
7657010,1,2,0
7668716,1,2,.80000001
7672300,0,,1
7674284,1,2,0
7675530,1,2,0
7688398,1,1,0
7689018,1,2,1
7689318,0,,1
7696762,0,,.87699997
7700370,1,2,0
7706678,0,,0
7707744,1,1,0
7707915,1,3,1
7716530,1,1,0
7721270,0,,1
7721487,1,2,0
7721935,0,,1
7722810,1,2,0
7723255,0,,1
7728185,0,,1
7747072,1,1,0
7747723,1,5,.67000002
7747964,1,1,.249
7749036,0,,0
7750867,0,,1
7751714,1,1,0
7753056,1,2,0
7756773,1,1,0
7756868,0,,1
7758456,0,,1
7759686,1,5,0
7781711,1,3,.88700002
7783779,0,,0
7787300,0,,1
7790768,0,,.63200003
7803578,1,2,0
7805232,1,1,0
7851998,0,,.027000001
7856998,1,1,0
7857272,0,,1
7859400,1,4,0
7864826,1,2,0
7865258,1,1,0
7865259,1,1,0
7868066,1,1,0
7869289,1,1,.215
8201935,1,1,.66799998
8213011,1,1,0
8255536,0,,0
8256027,1,2,0
8256416,0,,1
8259481,0,,1
8261086,0,,.74900001
8584828,1,1,.65700001
8922799,0,,1
8925381,1,1,0
8926140,0,,.17900001
8926596,1,4,1
8927390,0,,.34599999
8966169,1,1,0
9285314,1,1,0
9304141,1,1,0
9371821,1,1,0
9401980,1,1,.199
9402702,1,1,0
9402887,1,1,0
9404919,0,,1
9484519,1,1,.78500003
9497504,1,1,0
9502044,1,1,0
9506629,1,1,0
9518242,0,,.63599998
9518741,1,1,0
9521212,1,1,0
9563537,0,,.78399998
9690279,0,,1
9696864,1,1,.47
9726567,1,2,0
9736450,0,,0
9736454,1,1,0
9736530,1,1,0
9737779,1,1,0
9738078,1,2,0
9742493,0,,1
9747845,0,,.64300001
9747915,0,,.44600001
9812364,1,1,0
9812545,1,1,0
9814604,1,1,0
9816180,1,2,0
9901915,0,,.45100001
9903121,0,,0
9904732,1,1,0
9908933,1,4,1
9912852,1,1,0
9914143,1,1,0
9916290,0,,1
9917165,0,,1
9920017,1,2,0
9921650,0,,1
9960758,1,2,.50999999
9963141,1,1,0
9963144,1,1,0
9963618,1,1,.273
9967417,1,1,0
9967564,1,1,0
9969379,0,,1
9970465,1,1,.221
9971653,0,,1
9973138,1,1,.21600001
9973141,1,1,.20999999
9973295,0,,1
9974037,1,1,0
9974090,0,,.64999998
9974240,1,1,0
9975022,1,2,0
9975486,1,4,0
9975738,1,1,0
9976070,0,,1
9976120,1,1,0
9976151,0,,0
9976192,1,2,0
9977231,1,2,0
9981472,1,2,0
9981510,0,,1
9981529,0,,.89700001
9981729,0,,1
9982001,1,1,0
9982329,0,,.597
9982507,1,1,0
9983684,1,1,0
9984114,1,2,0
10011373,0,,1
10014302,1,1,0
10018600,1,1,0
10021355,1,1,0
10023720,0,,.90600002
10024454,0,,.51599997
10030888,1,1,0
10031170,0,,1
10035574,1,1,0
10039107,0,,1
10044085,1,1,0
10044578,1,1,0
10050918,0,,.67799997
10051888,0,,1
10052462,1,2,.59899998
10053991,1,1,0
10058271,1,1,0
10058275,1,1,0
10058343,0,,.52100003
10060850,1,1,.39300001
10061865,0,,.50700003
10061866,0,,1
10061868,1,2,.31299999
10064970,1,1,0
10065512,0,,0
10065513,0,,1
10065992,1,2,0
10066314,1,4,0
10066436,1,1,0
10066690,0,,.551
10066926,0,,1
10067045,1,1,.44400001
10067281,1,1,.46900001
10067356,0,,0
10067948,0,,.85799998
10068821,0,,0
10068839,0,,1
10073191,1,3,0
10073194,1,1,0
10073200,1,1,.796
10073229,0,,1
10073253,1,1,0
10073283,1,1,0
10073294,1,1,0
10073296,1,1,0
10073298,0,,1
10073300,1,1,0
10073301,0,,.69
10073303,0,,.53799999
10073304,1,1,0
10073307,1,1,0
10073308,1,1,.736
10073317,1,3,0
10073335,0,,1
10073336,1,3,0
10073337,1,2,0
10073338,0,,.65899998
10073345,1,1,0
10073358,0,,.56999999
10073359,1,1,0
10073369,1,1,0
10073394,0,,.67900002
10073402,1,6,.68000001
10073406,1,2,.73199999
10073407,0,,.67199999
10073409,1,3,.71799999
10073410,1,1,0
10073413,1,2,0
10073415,1,1,0
10073419,1,1,0
10073420,0,,.69199997
10073423,0,,1
10073424,1,1,0
10073426,0,,1
10073429,1,1,0
10073430,1,1,0
10073436,0,,.75300002
10073439,0,,0
10073440,1,1,0
10073442,1,1,0
10073443,1,1,0
10073446,1,1,0
10073447,1,1,0
10073450,1,1,0
10073451,1,1,0
10073452,1,1,0
10073455,1,1,0
10073457,1,1,0
10073462,0,,.68800002
10073463,0,,.54100001
10073471,1,1,.49399999
10073472,1,1,0
10073473,1,2,0
10073477,1,3,0
10073480,1,1,0
10073484,1,1,0
10073486,0,,0
10073488,1,2,1
10073489,1,1,.671
10073491,1,1,0
10073492,1,1,0
10073494,1,1,0
10073495,1,1,0
10073496,0,,1
10073497,1,1,.28200001
10073509,0,,1
10073514,0,,.47099999
10073515,0,,1
10073517,0,,.78600001
10073520,1,1,.63599998
10073525,1,1,0
10073528,1,3,0
10073534,0,,.662
10073535,1,1,0
10073536,1,1,0
10073537,1,1,0
10073538,1,4,0
10073542,1,6,0
10073543,1,1,0
10073545,1,1,0
10073547,0,,1
10073576,1,4,.29899999
10073577,0,,1
10073580,1,3,0
10073588,0,,1
10073590,1,1,0
10073591,0,,1
10073592,0,,.65499997
10073593,1,1,0
10073604,0,,1
10073611,1,1,0
10073616,1,1,0
10073621,1,1,0
10073627,0,,.67900002
10073631,1,5,0
10073632,1,2,0
10073643,0,,1
10073645,1,3,0
10073653,0,,.81099999
10073655,0,,1
10073657,1,1,0
10073660,1,3,0
10073666,1,1,0
10073667,1,1,0
10073668,1,1,0
10073678,0,,.667
10073679,1,1,0
10073682,1,1,0
10073704,0,,.80500001
10073707,0,,1
10073719,1,3,.88200003
10073720,1,1,0
10073724,0,,1
10073747,1,1,0
10073748,1,1,0
10073753,1,1,.79500002
10073764,1,1,0
10073771,1,2,0
10073772,1,2,0
10073781,0,,1
10073788,1,1,0
10073794,1,1,0
10073795,1,1,0
10073806,1,2,0
10073811,1,1,0
10073817,1,1,0
10073824,0,,.89399999
10073829,1,1,0
10073833,1,5,.49900001
10073835,0,,1
10073854,1,1,0
10073855,1,2,0
10073856,1,1,0
10073863,1,1,0
10073870,0,,1
10073893,1,1,0
10073903,1,1,0
10073910,1,1,0
10073915,1,2,0
10073919,1,1,0
10073921,1,1,0
10073923,0,,1
10073928,0,,.79799998
10073929,1,1,0
10073933,0,,1
10073935,0,,1
10073942,0,,.85399997
10073945,0,,1
10073949,1,1,0
10073967,0,,.65100002
10073971,0,,.77399999
10073977,1,1,0
10073982,1,1,0
10073989,1,1,0
10073991,1,2,0
10073996,1,1,.447
10074002,1,1,0
10074004,0,,.704
10074011,1,1,0
10074015,0,,1
10074025,1,2,0
10074028,0,,1
10074030,1,1,0
10074031,0,,1
10074035,0,,.78500003
10074041,1,4,0
10074049,1,2,0
10074051,0,,.66900003
10074052,1,3,.67299998
10074056,0,,.82499999
10074060,0,,.27900001
10074063,1,2,0
10074064,0,,0
10074067,1,1,0
10074073,0,,1
10074085,1,3,1
10074090,1,5,.31999999
10074095,1,1,0
10074096,0,,1
10074100,0,,.66600001
10074102,1,1,0
10074107,1,1,0
10074108,1,1,0
10074119,0,,0
10074120,0,,.514
10074126,1,1,0
10074127,1,1,0
10074133,0,,1
10074138,0,,.67199999
10074144,1,1,0
10074151,1,1,.303
10074152,0,,.68000001
10074159,1,3,0
10074173,1,1,0
10074179,0,,.676
10074189,1,1,0
10074190,1,1,0
10074191,0,,.37
10074198,1,1,0
10074204,1,2,.32499999
10074205,1,1,0
10074208,0,,.99900001
10074212,0,,.653
10074213,1,1,0
10074217,0,,.91600001
10074225,1,1,0
10074226,1,1,0
10074227,0,,.29699999
10074229,1,2,0
10074232,1,1,0
10074246,1,1,0
10074251,1,1,0
10074254,1,1,0
10074266,1,1,0
10074267,1,1,.66100001
10074268,1,2,0
10074269,1,1,0
10074277,1,4,.91799998
10074281,0,,1
10074283,0,,0
10074306,1,1,0
10074308,1,2,0
10074320,1,1,0
10074321,1,3,0
10074322,1,1,.242
10074324,1,1,0
10074329,1,1,0
10074340,1,4,1
10074341,1,1,0
10074345,1,1,0
10074346,1,2,0
10074350,0,,.64200002
10074352,1,1,.20900001
10074358,1,3,0
10074361,1,2,0
10074372,1,1,0
10074381,0,,0
10074392,1,3,1
10074398,1,1,0
10074406,1,1,0
10074413,1,1,0
10074437,0,,1
10074441,1,1,0
10074454,1,2,0
10074472,1,1,0
10074483,1,1,0
10074487,1,2,0
10074489,1,2,0
10074500,1,1,.51099998
10074502,1,1,0
10074514,1,1,0
10074518,0,,.91799998
10074520,1,1,0
10074532,1,1,0
10074538,0,,.88999999
10074543,1,1,0
10074544,0,,1
10074549,1,3,0
10074578,1,1,0
10074582,1,1,0
10074585,1,1,0
10074594,1,1,0
10074596,1,1,.62400001
10074598,0,,.52100003
10074608,1,1,0
10074630,1,4,0
10074640,1,2,0
10074642,0,,1
10074648,1,1,0
10074650,0,,.88099998
10074656,0,,.667
10074673,1,1,0
10074675,1,3,0
10074676,0,,1
10074685,0,,1
10074693,0,,1
10074694,0,,.81999999
10074697,0,,.93300003
10074698,1,2,0
10074709,0,,.77399999
10074717,1,1,0
10074719,0,,1
10074720,1,4,0
10074768,0,,.639
10074770,0,,0
10074778,1,2,1
10074779,1,1,0
10074781,1,2,0
10074785,1,1,0
10074791,1,1,0
10074819,1,1,0
10074829,1,2,.65200001
10074830,1,1,0
10074838,1,1,0
10074847,1,1,0
10074856,1,1,0
10074859,1,1,0
10074860,0,,0
10074868,1,1,0
10074907,0,,1
10074908,0,,.72100002
10074914,1,1,0
10074928,1,2,0
10074934,1,2,0
10074944,0,,.741
10074949,1,1,0
10074970,1,1,0
10074974,0,,.52899998
10074981,1,1,0
10074982,1,1,0
10074990,1,1,0
10075008,1,1,0
10075025,1,1,0
10075027,1,1,0
10075033,0,,1
10075050,1,1,0
10075054,1,1,0
10075064,0,,.50300002
10075066,1,1,0
10075069,1,1,0
10075072,0,,1
10075074,0,,.92199999
10075075,0,,1
10075079,1,1,0
10075080,1,1,0
10075090,0,,1
10075094,1,1,.28299999
10075102,0,,1
10075154,1,3,.88999999
10075157,1,1,0
10075166,0,,.88700002
10075172,1,1,0
10075189,1,1,0
10075191,1,5,.72000003
10075198,1,1,.40700001
10075214,1,1,0
10075217,1,1,0
10075218,1,1,0
10075234,1,1,0
10075237,1,1,0
10075249,1,1,0
10075297,1,1,.76599997
10075306,0,,1
10075310,1,1,0
10075321,0,,1
10075328,1,1,0
10075354,0,,0
10075355,0,,.89999998
10075358,1,1,0
10075361,0,,1
10075362,0,,1
10075366,1,1,0
10075377,0,,.889
10075386,1,1,.43000001
10075398,1,2,0
10075410,1,1,0
10075417,0,,1
10075429,0,,1
10075436,1,3,0
10075445,1,1,0
10075462,1,1,0
10075463,1,2,0
10075465,0,,1
10075467,1,2,0
10075490,0,,.72299999
10075506,1,1,0
10075512,1,1,0
10075560,1,1,0
10075575,0,,1
10075586,0,,.759
10075591,1,4,0
10075594,1,1,0
10075606,1,1,.64200002
10075610,0,,.662
10075619,1,1,0
10075650,0,,1
10075662,0,,.67000002
10075692,1,1,.741
10075761,1,1,0
10075767,0,,1
10075773,0,,0
10075774,1,1,0
10075796,1,1,.69099998
10075807,0,,1
10075812,1,1,0
10075822,1,1,0
10075828,0,,1
10075831,1,1,0
10075835,1,1,0
10075837,1,1,0
10075841,1,1,0
10075842,1,1,0
10075859,1,1,0
10075862,1,1,0
10075865,0,,.67400002
10075868,1,1,0
10075875,1,1,0
10075879,0,,1
10075880,1,1,0
10075888,0,,0
10075897,0,,.65899998
10075901,0,,1
10075912,1,1,.722
10075913,1,1,0
10075914,1,1,.23899999
10075916,0,,1
10075928,1,2,0
10075932,1,3,0
10075941,0,,0
10075970,1,5,0
10075975,1,5,1
10075992,0,,1
10076008,1,2,.66000003
10076020,1,1,0
10076021,0,,.91500002
10076024,1,1,0
10076028,1,4,.89399999
10076039,0,,.71399999
10076040,0,,.69499999
10076043,1,1,.65399998
10076044,0,,.75300002
10076063,1,2,0
10076088,0,,1
10076092,1,1,0
10076129,1,3,0
10076131,1,4,1
10076251,0,,.64499998
10076253,0,,1
10076312,1,1,.72799999
10076352,0,,.63300002
10076614,1,1,0
10076618,0,,1
10076621,1,3,0
10076630,1,1,0
10076642,1,1,0
10076648,0,,0
10076664,1,1,0
10076668,0,,.51300001
10076669,0,,1
10076673,1,1,0
10076676,0,,1
10076844,1,2,0
10076846,1,1,0
10076847,1,1,0
10076849,1,1,0
10076854,0,,.55900002
10076855,0,,.55199999
10076859,1,4,.912
10076861,0,,.54799998
10076863,0,,.55400002
10076865,1,5,0
10076869,1,2,0
10076872,1,1,0
10076873,0,,.87099999
10076874,0,,.18799999
10076875,1,5,0
10076883,1,1,0
10076891,1,1,0
10076898,0,,.88599998
10076906,1,2,.551
10076913,1,3,0
10076920,1,1,0
10076921,1,5,0
10076946,0,,.65799999
10076953,0,,.88499999
10076961,1,1,0
10076983,1,1,0
10076991,1,1,0
10076992,1,2,0
10076996,1,1,0
10077007,0,,.87400001
10077009,1,1,0
10077014,1,2,0
10077029,1,2,0
10077031,1,1,.65100002
10077041,0,,1
10077065,0,,1
10077074,0,,.68599999
10077096,0,,1
10077111,0,,.88099998
10077112,1,1,0
10077122,0,,.676
10077136,0,,.89899999
10077138,1,1,0
10077139,0,,.53200001
10077140,0,,.39500001
10077150,1,1,.52499998
10077159,1,1,.68300003
10077176,0,,.89300001
10077225,0,,.28400001
10077240,1,2,0
10077241,1,1,0
10077276,1,1,0
10077285,0,,0
10077296,1,1,0
10077299,1,1,0
10077306,1,1,.91799998
10077330,1,1,0
10077340,1,1,0
10077342,1,4,0
10077351,1,5,0
10077364,1,1,.86199999
10077375,1,2,0
10077387,1,1,0
10077390,1,1,0
10077399,1,1,0
10077405,0,,1
10077407,1,1,0
10077426,1,2,0
10077464,1,1,0
10077501,0,,.71200001
10077505,1,1,0
10077519,1,1,0
10077531,1,1,0
10077532,1,1,0
10077539,1,1,0
10077542,1,1,0
10077556,0,,.78500003
10077563,1,1,0
10077626,0,,.242
10077640,1,1,0
10077648,1,2,.671
10077670,1,1,.54400003
10077677,1,1,0
10077704,1,1,0
10077721,1,2,0
10077737,0,,.88300002
10077766,1,1,0
10077770,1,1,0
10077792,0,,0
10077829,1,1,0
10077830,0,,.75300002
10077870,0,,1
10077880,1,1,0
10077886,1,1,0
10077887,1,1,0
10077890,1,1,0
10077903,0,,.53500003
10077927,1,1,0
10077933,0,,1
10077966,0,,1
10077984,1,1,0
10077996,0,,0
10078000,0,,0
10078017,1,1,0
10078019,1,2,0
10078033,1,1,0
10078037,1,1,0
10078046,0,,.55299997
10078052,1,1,0
10078061,1,5,1
10078067,1,1,0
10078071,1,1,0
10078105,1,2,0
10078111,0,,.64399999
10078117,0,,1
10078160,0,,.52899998
10078170,0,,1
10078175,1,1,0
10078178,1,1,0
10078181,1,1,.26300001
10078187,0,,1
10078196,1,1,0
10078234,1,1,.271
10078257,1,2,0
10078262,1,1,0
10078282,1,2,.495
10078311,1,1,0
10078317,0,,.89600003
10078329,1,2,0
10078330,1,1,0
10078341,1,1,.69700003
10078348,0,,1
10078370,1,2,0
10078381,1,3,0
10078432,1,2,.25999999
10078461,1,2,.67799997
10078484,0,,1
10078522,0,,1
10078525,1,1,0
10078652,0,,1
10078665,1,1,0
10078666,0,,.51700002
10078667,1,5,0
10078688,1,1,0
10078701,1,2,.40200001
10078712,0,,.87400001
10078713,0,,1
10078730,1,1,0
10078763,0,,1
10078768,1,1,0
10078785,0,,.77999997
10078786,0,,.93400002
10078808,0,,1
10078830,0,,1
10078838,0,,1
10078877,1,1,0
10078878,0,,1
10078894,1,1,0
10078924,0,,1
10078950,1,2,1
10079085,1,1,0
10079183,0,,.676
10079187,1,5,0
10079317,1,3,0
10079404,0,,1
10079566,1,6,.003
10079674,0,,0
10079689,1,1,0
10079697,1,1,0
10079716,1,1,0
10079742,0,,0
10079746,0,,0
10079767,0,,0
10079796,1,1,0
10079828,1,1,0
10079835,0,,.171
10079838,1,1,0
10079847,1,1,0
10079862,1,1,0
10079866,1,1,0
10079870,1,1,0
10079879,1,1,0
10079882,1,1,.26100001
10079883,1,1,0
10079885,1,1,0
10079892,1,3,0
10079896,1,1,0
10079897,1,1,0
10079899,0,,1
10079900,1,1,0
10079907,0,,0
10079914,1,1,0
10079922,1,1,0
10079925,1,1,0
10079928,1,1,0
10079935,1,1,0
10079941,1,1,0
10079957,1,1,0
10079980,1,2,0
10079981,1,1,0
10079983,1,1,0
10079989,1,1,0
10079992,1,1,.704
10079994,1,1,0
10079997,1,1,0
10079998,1,1,0
10080002,1,1,0
10080008,1,1,0
10080018,1,1,0
10080019,1,1,.25400001
10080020,1,1,0
10080023,1,1,0
10080026,0,,1
10080038,1,1,0
10080078,1,1,0
10080092,1,1,0
10080120,1,2,0
10080183,1,1,0
10080194,1,1,0
10080274,1,4,0
10080336,1,1,0
10080377,0,,.52700001
10080382,1,1,0
10080432,1,1,0
10080470,1,1,0
10080473,1,6,0
10080506,1,1,0
10080532,1,1,0
10080579,1,1,0
10080602,0,,0
10080605,1,1,0
10080629,0,,0
10080632,1,1,0
10080642,0,,.49399999
10080736,1,3,0
10080753,1,1,.64899999
10080766,1,1,0
10080767,1,1,0
10080771,1,6,.271
10080791,0,,1
10080834,1,1,0
10080842,0,,1
10080854,1,1,0
10080859,1,1,0
10080866,1,5,0
10080896,1,1,0
10080903,1,1,0
10080924,1,1,0
10080984,0,,1
10081003,0,,.70300001
10081008,0,,.66500002
10081010,1,2,.426
10081014,0,,.87
10081017,1,2,.625
10081020,1,4,1
10081022,1,1,0
10081024,0,,.53399998
10081027,1,1,.667
10081028,0,,.70300001
10081032,1,2,0
10081033,0,,.68699998
10081034,0,,.55699998
10081038,0,,.639
10081039,0,,.359
10081041,1,1,.88300002
10081042,0,,.87199998
10081052,0,,.86900002
10081053,1,1,0
10081055,0,,.88300002
10081063,1,1,.40200001
10081163,0,,1
10081175,0,,1
10081186,0,,.79799998
10081191,1,1,0
10081203,0,,1
10081216,0,,1
10081246,1,1,0
10081419,1,1,0
10081432,0,,1
10081441,1,1,0
10081507,1,1,0
10081509,0,,1
10081551,1,1,0
10081560,0,,0
10081567,0,,0
10081581,0,,1
10081628,1,1,0
10081659,0,,.89600003
10081662,1,4,0
10081686,0,,.662
10081710,1,1,0
10081751,1,1,0
10081804,0,,.84100002
10081813,0,,.77600002
10081823,1,5,.90200001
10081849,1,1,0
10081865,1,1,0
10081875,0,,.65700001
10081890,1,2,.73799998
10081893,0,,.65200001
10081916,0,,1
10081981,1,1,.65799999
10081998,1,3,0
10082003,1,1,0
10082089,1,1,0
10082109,0,,.65499997
10082120,1,1,0
10082142,1,2,.86199999
10082195,1,1,0
10082222,1,1,0
10082243,1,1,0
10082249,1,1,0
10082256,1,1,0
10082266,1,1,0
10082275,1,1,0
10082296,1,1,0
10082300,1,1,0
10082315,1,1,0
10082326,1,2,.73699999
10082329,1,1,0
10082332,1,1,0
10082513,1,2,0
10082525,0,,1
10082560,1,1,0
10082573,1,3,0
10082578,1,1,0
10082626,0,,1
10082632,1,1,0
10082641,1,1,0
10082665,1,1,0
10082667,1,2,0
10082668,0,,1
10082699,1,1,0
10082722,1,2,0
10082781,1,1,0
10082788,1,1,0
10082798,1,1,0
10082806,0,,1
10082941,0,,1
10082962,0,,.477
10082980,1,1,0
10083044,1,2,.65499997
10083061,1,1,0
10083067,1,1,0
10083120,0,,.25099999
10083137,1,2,0
10083174,0,,1
10083260,1,1,0
10083334,1,1,0
10083338,0,,1
10083341,0,,1
10083355,1,1,0
10083362,0,,.722
10083396,0,,.199
10083672,0,,.866
10083676,1,2,0
10083697,0,,1
10083706,1,1,0
10083733,1,1,0
10083777,0,,1
10083787,0,,.64499998
10083847,0,,1
10083848,0,,.65200001
10083864,1,3,1
10083883,1,1,0
10083892,0,,.50999999
10083907,1,1,.676
10083938,1,1,0
10083951,0,,.70599997
10084011,0,,.91399997
10084028,0,,1
10084040,1,6,0
10084072,1,1,0
10084078,1,1,0
10084110,1,1,0
10084113,1,1,0
10084177,0,,0
10084189,1,2,.213
10084508,1,1,0
10084521,1,2,0
10084554,1,3,1
10084633,0,,.58899999
10084645,0,,1
10084701,1,4,0
10084713,1,3,0
10084721,0,,1
10084767,1,1,0
10084831,0,,1
10084937,0,,1
10084961,1,1,0
10085017,0,,1
10085108,1,1,0
10085231,1,1,0
10085255,1,1,0
10085276,1,3,0
10085313,0,,1
10085380,1,2,0
10085425,1,1,0
10085455,1,1,0
10085556,1,1,.278
10085809,1,1,.73500001
10085843,0,,.81999999
10085863,1,1,0
10085867,1,1,0
10085929,0,,1
10085967,0,,.505
10085968,1,1,0
10085998,1,1,0
10086022,1,2,0
10086033,0,,.93400002
10086034,1,2,0
10086087,1,1,0
10086091,1,4,.70300001
10086119,1,1,0
10086159,1,1,0
10086197,0,,1
10086209,1,2,0
10086256,0,,.759
10086274,1,1,0
10086349,1,2,0
10086368,0,,.78200001
10086392,1,1,0
10086424,1,1,0
10086430,0,,.92500001
10086476,0,,1
10086524,1,1,0
10086535,0,,.71799999
10086551,0,,.884
10086608,1,2,.551
10086615,0,,1
10086617,1,2,1
10086624,1,1,0
10086649,1,1,0
10086650,1,1,0
10086651,0,,1
10086690,1,3,.68900001
10086694,0,,1
10086696,1,1,0
10086708,1,1,0
10086717,1,1,0
10086734,1,1,0
10086747,1,1,0
10086782,0,,.92299998
10086796,1,1,0
10086830,0,,.244
10086854,0,,1
10086859,1,1,0
10086873,1,1,0
10086937,0,,1
10086945,1,1,0
10086954,1,1,0
10086957,0,,1
10087001,1,2,0
10087165,1,1,0
10087197,1,1,0
10087286,0,,.67799997
10087295,1,1,.273
10087336,1,1,0
10087348,0,,0
10087621,0,,.65600002
10087652,1,1,0
10087676,0,,.39700001
10087690,1,1,0
10087719,1,1,0
10087741,1,1,.73199999
10087745,0,,1
10087775,0,,1
10087780,1,1,0
10087824,0,,1
10087911,1,1,0
10087922,0,,1
10087936,0,,.64399999
10088083,1,4,0
10088096,1,1,0
10088152,1,2,0
10088161,1,3,0
10088209,1,1,.597
10088241,1,1,0
10088260,1,2,0
10088267,1,5,0
10088321,0,,.65799999
10088384,0,,.78899997
10088387,1,1,1
10088422,1,1,.76599997
10088425,1,1,0
10088471,1,1,0
10088485,1,1,0
10088515,1,1,0
10088538,1,1,0
10088540,0,,1
10088546,1,2,0
10088603,1,1,.76099998
10088604,1,3,0
10088632,0,,1
10088684,1,1,0
10088688,1,1,0
10088783,0,,.64700001
10088804,1,2,1
10088805,0,,.66900003
10088823,0,,.25600001
10088840,1,1,0
10088849,1,4,0
10088861,0,,1
10088863,1,4,.53299999
10088865,0,,.69
10088868,1,1,0
10088903,1,1,0
10088923,0,,1
10088941,0,,.82599998
10088947,1,1,0
10089002,0,,1
10089018,1,1,0
10089083,1,3,1
10089095,1,1,0
10089133,1,3,.45199999
10089160,0,,.24699999
10089288,1,3,0
10089300,1,1,.64300001
10089308,1,1,0
10089329,0,,1
10089353,1,1,0
10089373,1,1,0
10089381,1,3,0
10089406,0,,1
10089468,1,1,0
10089528,0,,1
